time_ns,ax,ay,az,p,q,r,time_s,accel_total,gyro_total
0,-3.5877392578125,13.4456396484375,-1.3699511718750002,0.07243798165015528,-0.1374191039257103,-0.7797735005961737,0,13.983342402694898,0.7950962102420714
3995000,5.61392578125,4.397255859375,-1.6142431640625,-0.07137271721412358,0.06178533312864912,1.1206581867053431,0.003995,7.311484306412323,1.1246271664787637
6992000,-2.404599609375,14.6527294921875,-1.4513818359375,-0.03515372638904594,-0.21092234168951884,-1.0876349226093336,0.006992,14.919486924365632,1.1084555668055607
11987000,6.112089843750001,10.585986328125,-0.143701171875,-0.30146983539696975,0.05645901094849064,1.337972131655809,0.011987,12.224622645469248,1.372676621298384
14984000,-2.960244140625,6.926396484375,-3.017724609375,0.20666128394539207,-0.12250540182126654,-1.058872782836478,0.014984,8.114473208341654,1.0857845228171263
17981000,-0.09580078125,5.8582177734375005,-2.193837890625,-0.022370551076071,-0.00426105748405245,0.40906151014665737,0.017981,6.256262299572253,0.40969490752240667
20977000,2.9027636718750003,10.9069189453125,-1.7387841796875,0.07563377495825037,-0.01278317219208304,0.1565938720966592,0.020977,11.419732406580527,0.17437178150134433
23974000,-1.1879296875,4.186494140625,-2.998564453125,0.11504855076904467,-0.09587379092047416,-0.3302319751698255,0.023974,5.284817774670772,0.3626032408074761
26971000,-0.5316943359375,14.456337890625,-0.5412744140625,0.06391586200071252,-0.00319579304802076,0.10652643528079112,0.026971,14.476235079125608,0.124271203108896
29968000,3.0799951171875,-0.59396484375,-4.722978515625,0.1267664595653933,-0.0213052887206339,0.27270767897935716,0.029968,5.66971694324903,0.30148487320680317
32965000,-2.0645068359375003,16.6549658203125,0.5891748046875,-0.10226537753666434,-0.07137271721412358,-0.4058657168385623,0.032965,16.792772311381135,0.4245930431720753
35962000,-1.044228515625,0.6274951171875001,-5.604345703125,0.21731392830570903,-0.04261057744126781,0.01171790775605134,0.035962,5.7352292085909,0.22176184096394144
37959000,4.967270507812501,7.1515283203125,-0.26345214843750003,-0.0671116553088076,0.03941478413317272,0.8479504245022023,0.037959,8.711345513095662,0.8515147807877546
41955000,-4.7852490234375,6.274951171875,-5.0247509765625,0.05432848207642726,-0.17257283863713463,-1.0492854029121923,0.041955,9.355305596408424,1.0647689070237771
45951000,4.44515625,10.260263671875,1.09212890625,0.01597896550017813,0.12889698843745673,1.0705906916328265,0.045951,11.234997563470085,1.0784406288607433
47949000,2.8740234375,8.4352587890625,-2.8213330078125,-0.05645901094849064,-0.05326321764039556,-0.04261057744126781,0.047949,9.347380461858167,0.08854519512976529
50946000,-4.1481738281250005,7.98978515625,-2.2608984375000003,0.22264025048586747,-0.12783172400142503,-0.7030744612018917,0.050946,9.282008117646956,0.74848068030639
51945000,-2.6009912109375,9.7189892578125,-0.6849755859375001,0.2151833994336456,-0.00852211496810491,-0.0884169398682523,0.051945,10.08429962992866,0.23279621365266148
54941000,4.4786865234375,6.8162255859375005,-3.1662158203125004,-0.04154531300523611,0.02769687325622947,0.671116594699968,0.054941,8.748970615701419,0.6729714804525937
56939000,1.4801220703125,5.8103173828125,-3.0416748046875,0.00639158609604152,-0.1331580461815835,-0.3728425193215797,0.056939,6.723268182179706,0.3959589143456457
57938000,-1.5184423828125,8.310717773437501,-1.8154248046875,0.06817691974483929,-0.14061490555618378,-0.7350323942828425,0.057938,8.64114948378547,0.7514607539290636
61934000,0.7520361328125,6.0402392578125,-3.2715966796875,-0.02982740212829287,0.03195793100035626,0.6210491662064783,0.061934,6.910383019139905,0.6225857773169159
63932000,4.646337890625,5.527705078125,-1.9782861328125,-0.0916127331763474,-0.04687163102420538,0.4548678808960202,0.063932,7.487162028957616,0.4663631972462513
66929000,-3.81287109375,10.202783203125,-1.8345849609375,0.02556634438416608,-0.05539374651245895,-0.7350323942828425,0.066929,11.045382430971868,0.7375599811290091
67928000,-4.416416015625,8.966953125,-2.481240234375,0.05219795320436386,-0.01917475984857051,-0.44528050097173494,0.067928,10.298909256309503,0.44873937010208337
71924000,4.3301953125,10.624306640625,-0.47900390625,0.01917475984857051,-0.00532632218015847,0.34727620614633264,0.071924,11.482853642741782,0.3478459493491441
74920000,-2.4668701171875003,6.5479833984375,-3.0416748046875,0.14913702104443735,-0.03941478413317272,-0.4026699235304672,0.07492,7.62976542095211,0.43120580187458735
76918000,-0.680185546875,8.535849609375001,-3.2045361328125,0.03408845987241964,-0.12357066625729823,-0.13635383948967858,0.076918,9.142889737853448,0.18714727409001494
77917000,0.29219238281250004,10.28900390625,-2.29921875,0.07669903939428206,-0.069242184180871,0.01810949541253882,0.077917,10.546818697206897,0.1049055600921136
80914000,1.5184423828125,3.6547998046875,-3.2045361328125,0.17044230976507124,0.10013484866460096,0.41332256789078414,0.080914,5.092374761225452,0.45816275929299066
82912000,1.906435546875,5.752836914062501,-3.2572265625,-0.2024002262012653,-0.1107874930249179,-0.01384843662811473,0.082912,6.880345480689491,0.2311525456794982
86908000,-3.3003369140625,4.7756689453125,-2.85486328125,0.2098570772534872,0.09267799761237908,-0.01704422993620982,0.086908,6.469117557764375,0.23004284359426316
87907000,1.3699511718750002,0.469423828125,-3.707490234375,0.09267799761237908,0.11824434407713978,0.7648597984917299,0.087907,3.9802774754681622,0.7794751102482251
91902000,-1.456171875,14.767690429687502,-0.2251318359375,-0.06391586200071252,-0.16618125202094444,-0.9246494638964844,0.091902,14.841017535875949,0.9416358516021991
94899000,-2.5866210937500003,0.3065625,-4.837939453125,0.2876213977285577,0.04900215989626878,0.07669903939428206,0.094899,5.4945652604316315,0.3016786746686519
98895000,2.4525,10.88296875,-1.4178515625,0.09267799761237908,-0.06817691974483929,-0.20559601950936035,0.098895,11.245624398705493,0.23559929300706248
101892000,-4.31103515625,4.4547363281250005,-4.1912841796875,0.18216020191666307,-0.07776430383031376,-0.5283711269822072,0.101892,7.4830851222232395,0.5642744668518863
105888000,3.4584082031250003,8.966953125,-2.6393115234375,0.01491370106414643,-0.00426105748405245,0.2716424145433255,0.105888,9.966584217430741,0.27208486997486836
108884000,-1.7292041015625002,5.92048828125,-2.615361328125,-0.00426105748405245,-0.09693905535650586,-0.4122573034547524,0.108884,6.699436035214525,0.4235226337707088
111881000,-0.076640625,11.63021484375,-1.916015625,-0.07137271721412358,-0.0213052887206339,0.05539374651245895,0.111881,11.787234067940933,0.09282482018664717
114878000,1.8058447265625,1.3364208984375,-3.721860351562501,0.1097222285888862,-0.01917475984857051,0.21731392830570903,0.114878,4.347337170126907,0.24419660582698727
117875000,-1.159189453125,14.475498046875,-0.3065625,-0.16724651645697614,-0.09267799761237908,-0.3888214858620551,0.117875,14.525072958843422,0.4332929221397576
120872000,-2.3375390625000003,3.3769775390625,-4.2535546875,0.2748382078514206,-0.03195793100035626,-0.04048004856920442,0.120872,5.9127653130831455,0.2796354487202389
123869000,5.288203125,10.854228515625,0.239501953125,-0.13635383948967858,0.02343581551210269,0.6636597436477462,0.123869,12.076287929087206,0.6779276232245494
126865000,-5.546865234375001,7.6209521484375005,-4.57927734375,0.1832254663526948,-0.16937704532903955,-1.125984508885502,0.126865,10.479332353164216,1.1533001644215106
127864000,-4.8331494140625,3.8655615234375,-4.6223876953125,0.2876213977285577,-0.12250540182126654,-0.7105313122541135,0.127864,7.72453022234424,0.776265668183433
129862000,2.5051904296875,7.98978515625,-1.456171875,0.02556634438416608,0.05965480425658574,0.8394283090139487,0.129862,8.49900479241962,0.841933619479635
135856000,-3.0608349609375,8.909472656250001,-1.9016455078125,-0.02343581551210269,-0.10333064197269604,-0.5475458868307778,0.135856,9.610601922249572,0.5577032877834859
